source_result_id	result_label	source_family	source_directness	coding_status	local_evidence_path	local_evidence_sha256	local_evidence_kind	doi_list	pmid_list	pmcid_list	nct_list	url_list	aea_trial_list	dataverse_dvn_list	source_bib_key	source_bib_doi	source_bib_url	source_bib_title	source_bib_real_world_url	crossref_resolved_doi	crossref_resolved_title	crossref_score	crossref_title_similarity	crossref_resolution_method	crossref_resolution_status	crossref_query_url	primary_real_world_url	primary_real_world_url_basis	grounding_status	literal_number_status	number_verified_against_original_source	grounding_note	evidence_level	evidence_level_name	source_is_original	number_verified_by_us	represented_work_identified	source_is_external	requires_manual_review	conversion_verified
sr_6ec02a020539	Percentage of Patients Achieving Glycosylated Hemoglobin (HbA1c) Concentration ≤7.0% With Weight Loss (≥1.0 kg) at Endpoint (Week 26)	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT01003184				du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT01003184	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_6b48885948a9	JAP-91-4-971	metabus_open_bosco	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	external_corpus_mirror								bosco2020metabus	10.1177/2515245919882693	https://doi.org/10.1177/2515245919882693	Advancing Meta-Analysis With Knowledge-Management Platforms: Using metaBUS in Psychology	https://doi.org/10.1177/2515245919882693	10.1037/a0016115	When does self-esteem relate to deviant behavior? The role of contingencies of self-worth.	26.801579		metabus_journal_volume_issue_page	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Journal+of+Applied+Psychology+2009.0+94+5+1345	https://doi.org/10.1037/a0016115	crossref_doi	represented_work_crossref_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_afedb8c87b93	Alves et al. (2018) (SCORE 24716_49_3)	SCORE analyst join	replication_pair_source_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/orig_outcomes.csv	325b445d0a253342eb3d2d318aa4233bcca23c16866b5c1cc2733bab8f26478f	external_corpus_mirror	10.1177/0956797618756862							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1177/0956797618756862	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_fbb29ff3b4c7	JAP-86-6-1120	metabus_open_bosco	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	external_corpus_mirror								bosco2020metabus	10.1177/2515245919882693	https://doi.org/10.1177/2515245919882693	Advancing Meta-Analysis With Knowledge-Management Platforms: Using metaBUS in Psychology	https://doi.org/10.1177/2515245919882693	10.1037/0021-9010.86.6.1120	Prejudice matters: Understanding the reactions of Whites to affirmative action programs targeted to benefit Blacks.	27.150318		metabus_journal_volume_issue_page	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Journal+of+Applied+Psychology+2001.0+86+6+1120	https://doi.org/10.1037/0021-9010.86.6.1120	crossref_doi	represented_work_crossref_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_dc4eddf69c3c	Identification of common genetic polymorphisms associated with down-regulated gonadotropin levels in an exome-wide association study.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		37001689						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/37001689/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_01b8db23d742	Percentage of Heavy Drinking Days at Week 16 Endpoint	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00804570				du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00804570	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_0832a411bca2	Replicating a Simple Study of Asymmetry in Human Cognition	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.2466/pms.109.2.577-580 | 10.2466/20.22.pms.114.1.185-188							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.2466/pms.109.2.577-580	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_47e74981aa68	olsson_sundell_2023_57	olsson_sundell_2023_social_interventions	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/publication_bias_direct/olsson_sundell_2023/pone.0281110.s003.xlsx	ce3b16be4f546f64010221cedfea23e79f6a22b4d2f964d02dfbc312a701c1ee	raw_local_mirror	10.1371/journal.pone.0281110							olsson2023publicationBias	10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110	Publication Bias, Time-Lag Bias, and Place-of-Publication Bias in Social Intervention Research: An Exploratory Study of 527 Swedish Articles Published between 1990-2019	https://doi.org/10.1371/journal.pone.0281110						not_needed_or_not_attempted		https://doi.org/10.1371/journal.pone.0281110	doi	represented_work_identifier_in_source_row	literal_number_from_local_file_unclear	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	5	original_source_obtained	true	false	true	true	false	false
sr_6c3663410cb7	Many Labs 2 - Alter.1	Many Labs 2 public join	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/ml2/table5data_RM.csv	7c144980be0a5e607e21f58f706388cfbb51509f91eb42d404f68fd88f7a72d1	mirrored_replication_project								klein2018	10.1177/2515245918810225	https://doi.org/10.1177/2515245918810225	Many Labs 2: Investigating Variation in Replicability Across Samples and Settings	https://doi.org/10.1177/2515245918810225	10.1037/0096-3445.136.4.569	Overcoming intuition: Metacognitive difficulty activates analytic reasoning.		1.000	many_labs_2_original_title_manual_crossref	source_specific_high_confidence	Many Labs 2 labels this original effect as Incidental Disfluency (Alter et al., 2007); Crossref resolves the matching Alter/Oppenheimer/Epley/Eyre article.	https://doi.org/10.1037/0096-3445.136.4.569	crossref_doi	represented_work_source_specific_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_0372d6c4f192	Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014	DARPA SCORE / COS claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.1177/0003122418762441							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1177/0003122418762441	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_6c8fbd0ac45b	plot2::PP-53-1-153	metaBUS open Bosco subset	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	external_corpus_mirror								bosco2020metabus	10.1177/2515245919882693	https://doi.org/10.1177/2515245919882693	Advancing Meta-Analysis With Knowledge-Management Platforms: Using metaBUS in Psychology	https://doi.org/10.1177/2515245919882693	10.1111/j.1744-6570.2000.tb00198.x	DEVELOPMENT OF A GLOBAL MEASURE OF PERSONALITY	35.89969		metabus_journal_volume_issue_page	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Personnel+Psychology+2000.0+53+1+153	https://doi.org/10.1111/j.1744-6570.2000.tb00198.x	crossref_doi	represented_work_crossref_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_df148fcf0ce2	Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD	Kerschbaumer 2020 rheumatology phase II/III	replication_pair_source_row	coded_with_schema_gaps	data/derived/replication_pairs/harvest/staged/kerschbaumer_2020_rheumatology_phase2_phase3__stage.csv	41a096d5caeb7b8416dc2c101c0eefb355ad7bfa6cadc50bdf0660a0665bc143	internal_derived_table								internalKerschbaumerPhaseIiIiiRheumatology		https://www.rexdouglass.com	Kerschbaumer 2020 rheumatology phase II/III extraction table	https://www.rexdouglass.com	10.1177/247553031600100201	Letter regarding Phase 3 Studies Comparing Brodalumab with Ustekinumab in Psoriasis		0.386	title_year_journal	candidate_low_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Phase+2+psoriatic_arthritis+trial%3A+Brodalumab+140+mg+%2B+csDMARD+versus+Brodalumab+Placebo+%2B+csDMARD	https://doi.org/10.1177/247553031600100201	crossref_doi	represented_work_crossref_candidate_low_similarity	literal_number_from_internal_derived_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	false	true	false
sr_d3539c7b3ccb	Genomics of perivascular space burden unravels early mechanisms of cerebral small vessel disease.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		37069360						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/37069360/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_b60e3b988d3b	Researchers showed images to the adolescents with anorexia nervosa and adolescents with major depression to make decisions on the nature of the stimulus presented. They had to indicate which emotion (happy, sad, afraid, angry, or neutral) the face expressed.	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.1016/j.psychres.2017.09.048 | 10.1002/erv.3103							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1016/j.psychres.2017.09.048	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_3fcd19c120b1	Log-transformed (Log) 28-day Seizure Rate for All Primary Generalized Tonic-Clonic (PGTC) Seizures During 12-Week Double-Blind Treatment Phase	ctgov_finer_grained_kg	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT01747915				du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT01747915	nct	registry_identifier_nct	literal_number_from_external_corpus_mirror	not_yet	NCT registry row is treated as authoritative registry source for the literal result.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_a9a7d2fcc0d6	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	score_cos_claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/orig_outcomes.csv	325b445d0a253342eb3d2d318aa4233bcca23c16866b5c1cc2733bab8f26478f	external_corpus_mirror	10.1111/ajps.12164							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1111/ajps.12164	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_be4fa916ebbe	Religious beliefs and behavior: Cognitive orientation towards spirituality - C	LOOPR coding workbook	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/loopr/Replication coding and results.xlsx	f856cddcfb022b260e79b054beac19bfdd867a1f4eb634b50fbdd6ef8c0abe7f	mirrored_replication_project								soto2019loopr	10.1177/0956797619831612	https://doi.org/10.1177/0956797619831612	How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project	https://doi.org/10.1177/0956797619831612	10.1111/1467-6494.t01-1-00094	Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality		1.000	title_year_journal	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=MacDonald%2C+D.+A.+%282000%29.+Spirituality%3A+Description%2C+measurement%2C+and+relation+to+the+five+factor+model+of+personality.+Journal+of+Personality%2C+68%2C+153-197.	https://doi.org/10.1111/1467-6494.t01-1-00094	crossref_doi	represented_work_crossref_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_e2cb991d651a	Garry et al. (2008) co-witness memory distortion original New Zealand study	Eyewitness ten-country paper table rescue	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/lead_harvest/eyewitness_ten_countries_2018/eyewitness_ten_country_accepted_manuscript_figure3.csv	391f280a47e49815b6b4317802ab17aa4ec6cf8d9e32d32b9dbb88a9d5be1106	mirrored_replication_project	10.1016/j.jarmac.2018.09.004							ito2018eyewitnessTenCountries	10.1016/j.jarmac.2018.09.004	https://doi.org/10.1016/j.jarmac.2018.09.004	Eyewitness Memory Distortion Following Co-Witness Discussion: A Replication of Garry, French, Kinzett, and Mori (2008) in Ten Countries	https://doi.org/10.1016/j.jarmac.2018.09.004						not_needed_or_not_attempted		https://doi.org/10.1016/j.jarmac.2018.09.004	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_76a99a771018	Time to Resolution of Acute Respiratory Viral Infection (ARVI) Symptoms	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT04244084				du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT04244084	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_4018aa63d523	https://osf.io/8j9cg/	RPP canonical OSF csv	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/rpp/rpp_data_osf.csv	4d87a2636181d8e31230422854cf0fabeaecd2f1b47a59627482c05a2b56d54d	mirrored_replication_project					https://osf.io/8j9cg/			collaboration2015	10.1126/science.aac4716	https://doi.org/10.1126/science.aac4716	Estimating the reproducibility of psychological science	https://doi.org/10.1126/science.aac4716	10.1037/0278-7393.34.1.230	Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.		1.000	title_year_journal	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Accelerated+relearning+after+retrieval-induced+forgetting%3A+The+benefit+of+being+forgotten.	https://doi.org/10.1037/0278-7393.34.1.230	crossref_doi	represented_work_crossref_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_1ffcb30d1c76	"""Participants cheated more frequently after reading the anti-free-will essay than after reading the control essay"""	RPP canonical OSF csv	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/rpp/rpp_data_osf.csv	4d87a2636181d8e31230422854cf0fabeaecd2f1b47a59627482c05a2b56d54d	mirrored_replication_project					https://osf.io/i29mh/			collaboration2015	10.1126/science.aac4716	https://doi.org/10.1126/science.aac4716	Estimating the reproducibility of psychological science	https://doi.org/10.1126/science.aac4716	10.1111/j.1467-9280.2008.02045.x	The Value of Believing in Free Will		1.000	title_year_journal	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=The+value+of+believing+in+free+will%3A+Encouraging+a+belief+in+determinism+increases+cheating.	https://doi.org/10.1111/j.1467-9280.2008.02045.x	crossref_doi	represented_work_crossref_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_5b1a0fc622e3	F(1,117)=127.07	Boyce student replication corpus	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/boyce_student/boyce_2023_data.csv	f646d679a792f34dcbb7c1a3d221e2359bf7851ffa1299f9def8215dffa61170	mirrored_replication_project								boyce2023studentreplication	10.1098/rsos.231240	https://doi.org/10.1098/rsos.231240	Eleven years of student replication projects provide evidence on the correlates of replicability in psychology	https://doi.org/10.1098/rsos.231240	10.1037/a0030836	Predicting persons' versus a person's goodness: Behavioral forecasts diverge for individuals versus populations.		1.000	boyce_target_lastauthor_year_manual_crossref	source_specific_high_confidence	Boyce student-replication corpus gives only target_lastauthor_year=critcher2013; Crossref resolves the matching Critcher article.	https://doi.org/10.1037/a0030836	crossref_doi	represented_work_source_specific_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_29a6bfd3a748	Complete Heartburn Relief During the First Full 24-Hour Period in the ITT Population.	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00236184				du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00236184	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_1c71871780ff	plot2::PP-63-2-439	metaBUS open Bosco subset	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	external_corpus_mirror								bosco2020metabus	10.1177/2515245919882693	https://doi.org/10.1177/2515245919882693	Advancing Meta-Analysis With Knowledge-Management Platforms: Using metaBUS in Psychology	https://doi.org/10.1177/2515245919882693	10.1111/peps.2010.63.issue-2		34.706547		metabus_journal_volume_issue_page	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Personnel+Psychology+2010.0+63+2+439	https://doi.org/10.1111/peps.2010.63.issue-2	crossref_doi	represented_work_crossref_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_1ba37b2938cd	Aflibercept versus placebo in combination with docetaxel and prednisone for treatment of men with metastatic castration-resistant prostate cancer (VENICE): a phase 3, double-blind randomised trial.	CliniFact published primary pairs	candidate_child_numeric_row	coded_with_schema_gaps	data/derived/publication_bias_direct/clinifact_publication_registry_pairs.csv	34d37f535ea964d068cc2c4335652447b8a6bb3321809b6289e9577401566919	internal_derived_table		23742877		NCT00519285				zhang2025clinifact	10.1038/s41597-025-04417-x	https://doi.org/10.1038/s41597-025-04417-x	A Dataset for Evaluating Clinical Research Claims in Large Language Models	https://doi.org/10.1038/s41597-025-04417-x						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00519285	nct	registry_identifier_nct	literal_number_from_internal_derived_table	not_yet	NCT registry row is treated as authoritative registry source for the literal result.	4	target_source_independently_grounded	false	false	true	false	true	false
sr_0a4728aa6abf	Rodríguez-Lara and Moreno-Garrido (2011)	SCORE analyst join	replication_pair_source_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/orig_outcomes.csv	325b445d0a253342eb3d2d318aa4233bcca23c16866b5c1cc2733bab8f26478f	external_corpus_mirror	10.1007/s10683-011-9295-3							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1007/s10683-011-9295-3	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
