level,subset,source_corpus,field,source_kind,published_scope,n,slope,intercept,slope_se,p_value,r_squared,median_D,median_N
paper,all_usable_rows,ctgov_finer_grained_kg,clinical_trials_registry,registry_results,clinicaltrials_gov_results,7722,-0.38665285076751654,0.2167170055236365,0.007313282651846528,0.0,0.2658268803935119,0.2329172692474462,231.0
paper,all_usable_rows,gwas_catalog,genetics_biomedicine,gwas_catalog_curated_association,curated_genomewide_significant_hits_not_article_results,6711,-0.47021312884907646,0.9597296785754915,0.0013292667763916456,0.0,0.9491125925108226,0.165607146565978,4944.0
paper,all_usable_rows,metabus_open_bosco,io_psychology_management,published_original_journal_correlation_matrix,published_jap_personnel_psychology,1999,-0.12063761407776129,-0.12676398316990756,0.011211709734410548,2.752885490200211e-26,0.05479843489237923,0.3765140661180163,181.0
paper,all_usable_rows,score_cos_claims,psychology and health,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,855,-0.3534346020005857,0.4578003404734248,0.012033806142028756,1.4318329911151302e-131,0.5027993835409312,0.46,183.0
paper,all_usable_rows,schaefer_schwarz_2019_without_prereg,psychology,published_original_psychology_article_key_effect,random_sample_psychology_articles,682,-0.31629654119816814,0.48106994132252395,0.02273835752537684,6.839515746908289e-39,0.22151853402236954,0.7717436331412897,68.5
paper,all_usable_rows,button_nord_neuroscience,neuroscience,published_meta_analysis_primary_studies,published_primary_studies,649,-0.3815304535491801,0.20044485214625646,0.026187588232492575,8.634165143711778e-42,0.24702619023438388,0.21262686955169954,107.0
paper,all_usable_rows,score_cos_claims,business,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,603,-0.44660177465258866,0.5981866560813545,0.011056664418412342,2.0839240888636224e-173,0.7307975886601412,0.29314342026818474,265.0
paper,all_usable_rows,motyl_2017_critical_tests,psychology_social_personality,published_original_article_critical_hypothesized_test,sampled_social_personality_journal_articles,540,-0.30041005751451244,0.4211807865716105,0.021446531346241096,3.1329126782528697e-38,0.26723676658219786,0.614241532257046,93.75
paper,all_usable_rows,olsson_sundell_2023_social_interventions,social_intervention_research,published_original_article_effectiveness_result,published_swedish_social_intervention_articles,476,-0.442121563829673,0.3512867024469401,0.05519855989792401,8.987822772340047e-15,0.11921223538694836,0.4099,78.5
paper,all_usable_rows,kuhberger_2014_main_results,psychology,published_original_psychology_article_main_result,random_sample_psychology_articles,472,-0.38147198344159206,0.6133887677787535,0.027115756463562,9.139426991855502e-38,0.29631915029788614,0.7228785,94.0
paper,all_usable_rows,score_cos_claims,sociology and criminology,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,458,-0.4041743059537133,0.5301713375161623,0.01577514643072984,2.3967433229387395e-90,0.590087783172395,0.1537004375569701,1977.0
paper,all_usable_rows,score_cos_claims,political science,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,411,-0.4581011935351731,0.6162030744570719,0.012246346933303216,4.334732239342811e-134,0.773820270339553,0.18963517393280951,718.0
paper,all_usable_rows,score_cos_claims,education,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,373,-0.4244264091301341,0.6083863714739072,0.014364536108185244,1.6676029877161553e-99,0.7017720278832305,0.3930864909404275,212.0
paper,all_usable_rows,clinifact_published_primary_pairs,medicine_rct,published_trial_result_registry_linked_primary_outcome,published_trial_reports_linked_to_ctgov_primary_outcomes,339,-0.5049240404884919,0.6040387433596061,0.03716301747778506,7.859509299499208e-34,0.3539102330823266,0.3307103797270649,215.0
paper,all_usable_rows,forrt_fred,Social Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,241,-0.46142849601330926,0.6885606780406194,0.035582916659547596,1.7916429502679718e-29,0.4130088670004004,0.6017060441585086,96.0
paper,all_usable_rows,economics_brodeur_2024,economics,published_economics_extracted_tests,published_top_journal_economics_tables,217,-0.4177051543748216,0.2140670831893084,0.01920014461813932,3.1051921195635386e-56,0.6876333190388373,0.07144446701886142,2000.0
paper,all_usable_rows,metalab,developmental_psychology,meta_analysis_curated_primary_studies,peer_reviewed_flag_available,202,-0.41824843633332187,0.2133570969617218,0.13269124158169604,0.0018706085983320577,0.04732586028175223,0.518775,20.0
paper,all_usable_rows,score_cos_claims,economics and finance,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,193,-0.48718221323110417,0.726228320875515,0.01327114772579743,1.8075490436631532e-88,0.8758623939328594,0.21735128678763987,599.0
paper,all_usable_rows,havranek_eis,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,169,-0.46160782036063536,0.5352590370275658,0.03839544379352076,2.1990711346683387e-24,0.4639526240914441,0.35944454904684564,132.0
paper,all_usable_rows,havranek_substitution,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,169,-0.46160782036063536,0.5352590370275658,0.03839544379352076,2.1990711346683387e-24,0.4639526240914441,0.35944454904684564,132.0
paper,all_usable_rows,esarey_wu_2016_political_science_main_findings,political_science,published_article_author_coded_main_finding,sampled_political_science_journal_main_findings,167,-0.41321638945689765,0.5669330267448245,0.02437108821889978,5.561065880488363e-38,0.6353417170052773,0.23328473740792172,722.0
paper,all_usable_rows,forrt_fred,Cognitive Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,163,-0.31956082493053933,0.45653843716929726,0.04568680679093358,6.747940493018325e-11,0.23305721311154637,0.8069465847859291,40.0
paper,all_usable_rows,linden_2024_focal_effects,psychology,published_original_psychology_article_focal_effect,random_sample_psychology_articles,158,-0.32033165981163536,0.40496702579892335,0.04456483712594606,2.557623909158317e-11,0.24879814336991168,0.63,83.5
paper,all_usable_rows,linden_2024_random_effects,psychology,published_original_psychology_article_random_effect,random_sample_psychology_articles,158,-0.20209967330723944,0.09888357224345445,0.051960012462560934,0.00014833588050774767,0.088403745119646,0.54,82.0
paper,all_usable_rows,dellavigna_linos_2022,economics_nudge,nudge_unit_trial_report,mixed_published_unpublished_reports,119,-0.16771606455191312,-0.786613880528216,0.06022175752170714,0.006245826988728709,0.06216998208912694,0.037934603320629666,12500.0
paper,all_usable_rows,score_cos_claims,psychology and health,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,116,-0.3212003881950066,0.46243915914624023,0.040032944968844575,1.0115529611173102e-12,0.360896881423188,0.5745940936022154,222.5
paper,all_usable_rows,schaefer_schwarz_2019_with_prereg,psychology,published_original_psychology_article_key_effect,sampled_preregistered_psychology_articles,89,-0.28726207153532285,0.1689225138119713,0.0846359207924592,0.0010388002734749158,0.11692930045622107,0.3267662477951968,268.0
paper,all_usable_rows,havranek_gasoline_income,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,88,-0.7578085286315019,1.311284720682005,0.09739894988477327,1.4673226405115693e-11,0.4131116629401035,3.2868260003514957,19.0
paper,all_usable_rows,yun_llm_meta_analysis,medicine_rct,published_original_rct_fulltext,published_pmc_rct,85,-0.3263179399268773,0.11351902133898797,0.09988668892175906,0.001582206662538919,0.11393430257161485,0.28953458466760457,77.0
paper,all_usable_rows,forrt_fred,Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,55,-0.5375048889601999,0.918247873975456,0.09160168269097317,2.936094537851971e-07,0.3938122496498907,0.5926617082280716,91.0
paper,all_usable_rows,score_cos_claims,economics and finance,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,48,-0.4011692765139467,0.634543468369766,0.046560170100188876,3.714806344293012e-11,0.6174254127000742,0.3952227900585608,343.0
paper,all_usable_rows,score_cos_claims,political science,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,45,-0.13855924572053122,-0.07016340544815963,0.06361455238229526,0.03492866766791953,0.09936602980077158,0.316164570705377,798.0
paper,all_usable_rows,score_cos_claims,business,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,43,-0.34054764253195574,0.4427757914418591,0.06888013648145092,1.342530976793113e-05,0.3735077430675503,0.4447594240413932,173.0
paper,all_usable_rows,havranek_armington,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,42,-0.5818457203118734,1.0145591968839394,0.11591692273756625,1.112620752256484e-05,0.3864601872622533,0.9552313876072696,35.0
paper,all_usable_rows,forrt_fred,Experimental Philosophy,replication_target_original_claim,published_original_claims_selected_for_replication,40,-0.1798486059048621,0.12595292553916687,0.07637910087792549,0.023806806018803688,0.12733019928689626,0.6067788229983109,93.5
paper,all_usable_rows,forrt_fred,Marketing,replication_target_original_claim,published_original_claims_selected_for_replication,35,-0.5383977125296229,0.8031371580220332,0.09258865939478429,1.663763741547427e-06,0.5060882408437681,0.41436682533188274,171.0
paper,all_usable_rows,score_cos_claims,sociology and criminology,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,31,-0.22130209210022722,-0.11476042086910242,0.08058339384496047,0.01024730710006033,0.2063901559495558,0.11522760214211251,1921.0
paper,all_usable_rows,aczel_2018_negative_claim_ttests,psychology,published_article_negative_claim_ttest,sampled_psychology_articles_with_negative_abstract_claims,30,-0.49052544120055425,-0.07937223091401019,0.1756168533147312,0.009307246584390892,0.21791480031560162,0.10966074334156106,54.5
paper,all_usable_rows,havranek_sigma,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,29,-0.35035583517314806,0.6033013462309452,0.09804303994926723,0.0013515517795180277,0.32109343038576965,1.0057728110107278,52.0
paper,all_usable_rows,turner_antidepressants_2022,medicine_psychiatry,fda_regulatory,fda_regulatory_all,29,1.113829385879869,-3.6005721613937878,0.5167192187011785,0.04019177239454589,0.14682570982033394,0.23267899999999997,373.5
paper,all_usable_rows,forrt_fred,Economics,replication_target_original_claim,published_original_claims_selected_for_replication,28,-0.5602922680908414,0.7952945425415828,0.10588018450362426,1.5584948862714253e-05,0.518542575365434,0.4646130818463906,122.0
paper,all_usable_rows,dellavigna_linos_2022,economics_nudge,published_original_rct_journal,published_academic_journals,27,-0.46309125796763867,0.5775885041541801,0.0797649747658082,4.715952640658236e-06,0.5741499857985581,0.14105684551743758,1146.0
paper,all_usable_rows,forrt_fred,psychology,replication_target_original_claim,published_original_claims_selected_for_replication,27,-0.453584659246236,0.7069551741533476,0.05276257121832364,6.1761119078890435e-09,0.7472282746685612,0.5974509,85.0
paper,all_usable_rows,forrt_fred,Judgment and Decision Making,replication_target_original_claim,published_original_claims_selected_for_replication,25,-0.6432542413687172,1.05772507950539,0.16148318982336995,0.0005861924450478659,0.40824717138695954,0.547,152.0
paper,all_usable_rows,forrt_fred,Differential Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,23,-0.4647264387868363,0.659778958650462,0.058523825048329675,9.274634139086372e-08,0.7501678231067739,0.3426832331004292,226.0
paper,all_usable_rows,havranek_frisch_extensive,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,23,-0.41267850501255365,0.701512281038595,0.12425626839245262,0.003245147995272275,0.3443706735149765,0.08890586054516517,6029.0
paper,all_usable_rows,rpcb_cancer_biology,preclinical_cancer_biology,registered_replication,original_published_vs_registered_replication,23,-0.6656143752366918,0.8123439066462008,0.18739646053074008,0.001886416889131498,0.37529798355422195,0.928691,13.0
paper,all_usable_rows,turner_antidepressants_2022,medicine_psychiatry,journal_publication,published_journal,23,0.26538894346436337,-1.2971318437359634,0.5426647811657108,0.629876733755564,0.011260686943638576,0.271363,383.5
paper,all_usable_rows,rpcb_cancer_biology,preclinical_cancer_biology,published_original_preclinical,original_published_vs_registered_replication,20,-0.8168250710949964,1.3429487735510655,0.1754360283215597,0.00019653763600186575,0.5463488628820686,2.281306,11.25
paper,all_usable_rows,forrt_fred,marketing/org behavior,replication_target_original_claim,published_original_claims_selected_for_replication,17,-0.24635790548264147,0.20803738185734924,0.12584274017889488,0.06914041682362514,0.20350253084772052,0.5003828019545271,106.0
paper,all_usable_rows,score_cos_claims,education,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,17,-0.4231648862106657,0.8573313303166903,0.08977761515566789,0.0002772549959434674,0.5969571061835047,0.19798626062138258,2835.0
paper,all_usable_rows,forrt_fred,Education,replication_target_original_claim,published_original_claims_selected_for_replication,13,-0.3401280685520746,0.39273504622193417,0.11583304498875552,0.013535460200868642,0.439411545341289,0.49870706299066603,137.0
paper,all_usable_rows,forrt_fred,Developmental Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,12,-0.5092342879470025,0.6790784381988385,0.18351428100246686,0.019621526228810405,0.43503097515422695,0.8747788944183127,36.5
paper,all_usable_rows,forrt_fred,economics,replication_target_original_claim,published_original_claims_selected_for_replication,12,-0.41636885804370444,0.5384536744466757,0.07481548042787475,0.00023895570628085087,0.7559327020915565,0.39693243302020453,237.0
paper,all_usable_rows,forrt_fred,Linguistics,replication_target_original_claim,published_original_claims_selected_for_replication,11,0.39169156731614424,-0.6899099890801005,0.6541450392212764,0.5640820429145351,0.03831176267377889,0.77,51.0
paper,all_usable_rows,forrt_fred,Neuroscience,replication_target_original_claim,published_original_claims_selected_for_replication,11,-0.2517099476473862,0.28406699738297025,0.12460468433448028,0.0741138488534571,0.311962118323328,0.7543904893841147,42.0
paper,all_usable_rows,forrt_fred,Political Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,10,-0.22561457896100637,0.2620689928904121,0.28566848924959976,0.4524288887354856,0.07232918172011926,0.49482107954540655,201.0
paper,all_usable_rows,forrt_fred,political science,replication_target_original_claim,published_original_claims_selected_for_replication,10,-0.4279970024433567,0.6545803161437325,0.0684282691341127,0.00024446688323245407,0.8302244451306786,0.30530298618194873,2076.0
paper,all_usable_rows,forrt_fred,sociology,replication_target_original_claim,published_original_claims_selected_for_replication,9,-0.48547126277207625,0.8318191600153712,0.24565659085178437,0.08867463064684655,0.3581186457131321,0.75066826632851,1860.0
paper,all_usable_rows,forrt_fred,Medicine,replication_target_original_claim,published_original_claims_selected_for_replication,8,-0.4643083641688322,0.6041040350109307,0.16849148550298496,0.0330424155558417,0.5586211442176632,0.4858727186500389,152.5
paper,all_usable_rows,forrt_fred,education,replication_target_original_claim,published_original_claims_selected_for_replication,6,-0.4827327049745026,0.8971695841017933,0.14080902470668083,0.02657751970232654,0.7460817384606053,0.0956374416542625,10630.0
paper,all_usable_rows,forrt_fred,Management,replication_target_original_claim,published_original_claims_selected_for_replication,5,-0.5638495139243842,0.9693148965089223,0.0871570595950001,0.007494437620932798,0.933114078312788,0.284887371940897,327.0
paper,all_usable_rows,forrt_fred,health,replication_target_original_claim,published_original_claims_selected_for_replication,5,-0.5420149678523458,1.0428823648104222,0.42131573130246563,0.2885641197789321,0.35553654592899364,0.1265694939137127,4409.0
paper,all_usable_rows,forrt_fred,Communication Science,replication_target_original_claim,published_original_claims_selected_for_replication,4,-0.5407341100936063,0.8632980575098789,0.05096745376063579,0.008767533030371826,0.982541803574695,0.428703837404365,236.5
paper,all_usable_rows,havranek_frisch_intensive,economics,economics_meta_analysis_primary_estimates,published_flag_when_available,4,-0.381278713023772,0.5707790624794854,0.47282488726512983,0.5046658091039299,0.24535596067066368,0.06835753644282844,13218.75
paper,all_usable_rows,forrt_fred,Clinical Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,3,-0.5417509167327768,0.9391221319965666,0.5095120776846536,0.48048304542884135,0.5306379551712401,0.39511417861382253,374.0
paper,all_usable_rows,forrt_fred,Evolutionary Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,3,-0.5378532368795061,0.7607096823805934,0.011015842676083536,0.01303687035713314,0.9995806991543666,0.47614153873633513,106.0
paper,all_usable_rows,forrt_fred,management,replication_target_original_claim,published_original_claims_selected_for_replication,3,0.9013023433332973,-2.701131189986658,1.1121038453992735,0.5664114587157073,0.396436307489886,0.3339324291590352,353.0
paper,all_usable_rows,forrt_fred,Organizational Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.4343832278787158,91.0
paper,all_usable_rows,forrt_fred,Sports Science,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.9045767114330592,17.0
paper,all_usable_rows,forrt_fred,psychology_replication,replication_target_original_claim,published_original_claims_selected_for_replication,2,,,,,,0.39366118101365344,163.5
paper,all_usable_rows,forrt_fred,Animal Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,1.8340426038080408,18.0
paper,all_usable_rows,forrt_fred,Cognitive psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.42,140.0
paper,all_usable_rows,forrt_fred,Consumer Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.40201512610368484,104.0
paper,all_usable_rows,forrt_fred,Consumer Research,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6574054199290261,68.0
paper,all_usable_rows,forrt_fred,Gender Stereotypes,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.4082482904638631,165.0
paper,all_usable_rows,forrt_fred,Health Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.831587915700115,54.0
paper,all_usable_rows,forrt_fred,Human Genetics,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,1.1464562082685321,383.0
paper,all_usable_rows,forrt_fred,Law,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.43488016159208487,78.0
paper,all_usable_rows,forrt_fred,Psychopathology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6111958115490164,51.5
paper,all_usable_rows,forrt_fred,Social/cognitive psychology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.6368221048378526,46.0
paper,all_usable_rows,forrt_fred,criminology,replication_target_original_claim,published_original_claims_selected_for_replication,1,,,,,,0.2304555964698569,813.0
paper,published_original_candidates,metabus_open_bosco,io_psychology_management,published_original_journal_correlation_matrix,published_jap_personnel_psychology,1999,-0.12063761407776129,-0.12676398316990756,0.011211709734410548,2.752885490200211e-26,0.05479843489237923,0.3765140661180163,181.0
paper,published_original_candidates,score_cos_claims,psychology and health,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,855,-0.3534346020005857,0.4578003404734248,0.012033806142028756,1.4318329911151302e-131,0.5027993835409312,0.46,183.0
paper,published_original_candidates,schaefer_schwarz_2019_without_prereg,psychology,published_original_psychology_article_key_effect,random_sample_psychology_articles,682,-0.31629654119816814,0.48106994132252395,0.02273835752537684,6.839515746908289e-39,0.22151853402236954,0.7717436331412897,68.5
paper,published_original_candidates,button_nord_neuroscience,neuroscience,published_meta_analysis_primary_studies,published_primary_studies,649,-0.3815304535491801,0.20044485214625646,0.026187588232492575,8.634165143711778e-42,0.24702619023438388,0.21262686955169954,107.0
paper,published_original_candidates,score_cos_claims,business,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,603,-0.44660177465258866,0.5981866560813545,0.011056664418412342,2.0839240888636224e-173,0.7307975886601412,0.29314342026818474,265.0
paper,published_original_candidates,motyl_2017_critical_tests,psychology_social_personality,published_original_article_critical_hypothesized_test,sampled_social_personality_journal_articles,540,-0.30041005751451244,0.4211807865716105,0.021446531346241096,3.1329126782528697e-38,0.26723676658219786,0.614241532257046,93.75
paper,published_original_candidates,kuhberger_2014_main_results,psychology,published_original_psychology_article_main_result,random_sample_psychology_articles,472,-0.38147198344159206,0.6133887677787535,0.027115756463562,9.139426991855502e-38,0.29631915029788614,0.7228785,94.0
paper,published_original_candidates,score_cos_claims,sociology and criminology,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,458,-0.4041743059537133,0.5301713375161623,0.01577514643072984,2.3967433229387395e-90,0.590087783172395,0.1537004375569701,1977.0
paper,published_original_candidates,score_cos_claims,political science,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,411,-0.4581011935351731,0.6162030744570719,0.012246346933303216,4.334732239342811e-134,0.773820270339553,0.18963517393280951,718.0
paper,published_original_candidates,score_cos_claims,education,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,373,-0.4244264091301341,0.6083863714739072,0.014364536108185244,1.6676029877161553e-99,0.7017720278832305,0.3930864909404275,212.0
paper,published_original_candidates,clinifact_published_primary_pairs,medicine_rct,published_trial_result_registry_linked_primary_outcome,published_trial_reports_linked_to_ctgov_primary_outcomes,339,-0.5049240404884919,0.6040387433596061,0.03716301747778506,7.859509299499208e-34,0.3539102330823266,0.3307103797270649,215.0
paper,published_original_candidates,olsson_sundell_2023_social_interventions,social_intervention_research,published_original_article_effectiveness_result,published_swedish_social_intervention_articles,250,-0.4521033773411343,0.4422755006566725,0.0754369515058073,7.212971893359429e-09,0.12650711053440356,0.4305,89.0
paper,published_original_candidates,forrt_fred,Social Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,241,-0.46142849601330926,0.6885606780406194,0.035582916659547596,1.7916429502679718e-29,0.4130088670004004,0.6017060441585086,96.0
paper,published_original_candidates,economics_brodeur_2024,economics,published_economics_extracted_tests,published_top_journal_economics_tables,217,-0.4177051543748216,0.2140670831893084,0.01920014461813932,3.1051921195635386e-56,0.6876333190388373,0.07144446701886142,2000.0
paper,published_original_candidates,score_cos_claims,economics and finance,score_extracted_claims_free_text,sampled_social_behavioral_journal_claims,193,-0.48718221323110417,0.726228320875515,0.01327114772579743,1.8075490436631532e-88,0.8758623939328594,0.21735128678763987,599.0
paper,published_original_candidates,metalab,developmental_psychology,meta_analysis_curated_primary_studies,peer_reviewed_flag_available,188,-0.32486954678765306,0.10293820716837294,0.1427973486697011,0.024044431273611604,0.02707352436162458,0.5325,20.0
paper,published_original_candidates,esarey_wu_2016_political_science_main_findings,political_science,published_article_author_coded_main_finding,sampled_political_science_journal_main_findings,167,-0.41321638945689765,0.5669330267448245,0.02437108821889978,5.561065880488363e-38,0.6353417170052773,0.23328473740792172,722.0
paper,published_original_candidates,forrt_fred,Cognitive Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,163,-0.31956082493053933,0.45653843716929726,0.04568680679093358,6.747940493018325e-11,0.23305721311154637,0.8069465847859291,40.0
paper,published_original_candidates,linden_2024_focal_effects,psychology,published_original_psychology_article_focal_effect,random_sample_psychology_articles,158,-0.32033165981163536,0.40496702579892335,0.04456483712594606,2.557623909158317e-11,0.24879814336991168,0.63,83.5
paper,published_original_candidates,score_cos_claims,psychology and health,score_structured_orig_outcomes,sampled_social_behavioral_journal_claims,116,-0.3212003881950066,0.46243915914624023,0.040032944968844575,1.0115529611173102e-12,0.360896881423188,0.5745940936022154,222.5
paper,published_original_candidates,schaefer_schwarz_2019_with_prereg,psychology,published_original_psychology_article_key_effect,sampled_preregistered_psychology_articles,89,-0.28726207153532285,0.1689225138119713,0.0846359207924592,0.0010388002734749158,0.11692930045622107,0.3267662477951968,268.0
paper,published_original_candidates,yun_llm_meta_analysis,medicine_rct,published_original_rct_fulltext,published_pmc_rct,85,-0.3263179399268773,0.11351902133898797,0.09988668892175906,0.001582206662538919,0.11393430257161485,0.28953458466760457,77.0
paper,published_original_candidates,forrt_fred,Psychology,replication_target_original_claim,published_original_claims_selected_for_replication,55,-0.5375048889601999,0.918247873975456,0.09160168269097317,2.936094537851971e-07,0.3938122496498907,0.5926617082280716,91.0
