run_id	probe_id	surface	query	expected_route	found_expected_replication	top_titles_json	raw_output_path	notes
2026-05-05_individual_replication_vast_search_batch001	facial_feedback_strack_wagenmakers	openalex	Registered Replication Report Strack Martin Stepper Strack Martin Stepper 1988	strict_figure1a	false	"[""Replicability, Robustness, and Reproducibility in Psychological Science"", ""A Conceptual Introduction to Bayesian Model Averaging"", ""The generalizability crisis"", ""Reproducibility of preclinical animal research improves with heterogeneity of study samples"", ""Informed Bayesian <i>t</i>-Tests""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_facial_feedback_strack_wagenmakers_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	facial_feedback_strack_wagenmakers	crossref	Registered Replication Report Strack Martin Stepper Strack Martin Stepper 1988	strict_figure1a	false	"[""Reflection on the Smiling Registered Replication Report"", ""Proprioceptive determinants of emotional and nonemotional feelings."", ""Nachruf auf Martin Irle"", ""Effect of stepper lens operating conditions on proximity effects in DUV optical lithography down to 250nm"", ""Simulating the Arm Movements of a Stepper Motor Controlled Pick-and-Place Robot Using the Stepper Motor Model""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_facial_feedback_strack_wagenmakers_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	verbal_overshadowing_schooler_alogna	openalex	Registered Replication Report Schooler Schooler Engstler-Schooler verbal overshadowing	d_equivalent_figure1b	false	"[""On the Applied Implications of the \u201cVerbal Overshadowing Effect\u201d"", ""The generalizability crisis"", ""Verbal overshadowing at an immediate Task-Test delay is independent of Video-Task delay"", ""The interplay of language and visual perception in working memory"", ""Language and memory for object location""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_verbal_overshadowing_schooler_alogna_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	verbal_overshadowing_schooler_alogna	crossref	Registered Replication Report Schooler Schooler Engstler-Schooler verbal overshadowing	d_equivalent_figure1b	false	"[""Verbal overshadowing of visual memories: Some things are better left unsaid"", ""Turning the Lens of Science on Itself"", ""Skimming the Surface"", ""Whom do words hurt? Individual differences in susceptibility to verbal overshadowing"", ""Whom do words hurt? Individual differences in susceptibility to verbal overshadowing""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_verbal_overshadowing_schooler_alogna_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	ego_depletion_hagger	openalex	Multilab Preregistered Replication Ego-Depletion Sripada Kessler Jonides ego depletion	strict_figure1a	true	"[""A Multilab Preregistered Replication of the Ego-Depletion Effect"", ""Reverse ego-depletion: Acts of self-control can improve subsequent performance in Indian cultural contexts."", ""Self-reports from behind the scenes: Questionable research practices and rates of replication in ego depletion research"", ""Social preferences and self-control"", ""Searching for the bottom of the ego well: failure to uncover ego depletion in Many Labs 3""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_ego_depletion_hagger_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	ego_depletion_hagger	crossref	Multilab Preregistered Replication Ego-Depletion Sripada Kessler Jonides ego depletion	strict_figure1a	true	"[""Commentary: A Multilab Preregistered Replication of the Ego-Depletion Effect"", ""Extending a Multilab Preregistered Replication of the Ego-Depletion Effect to a Research Program"", ""Again, No Evidence for or Against the Existence of Ego Depletion: Opinion on \u201cA Multi-Site Preregistered Paradigmatic Test of the Ego Depletion Effect\u201d"", ""If ego depletion cannot be studied using identical tasks, it is not ego depletion"", ""Does willpower mindset really moderate the ego-depletion effect? A preregistered replication of Job, Dweck, and Walton (2010)""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_ego_depletion_hagger_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	power_posing_ranehill	openalex	Assessing the Robustness of Power Posing Carney Cuddy Yap power posing	strict_figure1a	false	"[""On doing better science: From thrill of discovery to policy implications"", ""On doing relevant and rigorous experiments: Review and recommendations"", ""A Bayesian model-averaged meta-analysis of the power pose effect with informed and default priors: the case of felt power"", ""Overdoing Gender: A Test of the Masculine Overcompensation Thesis"", ""Interpersonal Power""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_power_posing_ranehill_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	power_posing_ranehill	crossref	Assessing the Robustness of Power Posing Carney Cuddy Yap power posing	strict_figure1a	true	"[""Power Posing"", ""Preparatory power posing affects nonverbal presence and job interview performance."", ""Power Posing \u00dcbungen in pferdegest\u00fctzten Coachings"", ""\u201cPreparatory power posing affects nonverbal presence and job interview performance\u201d: Correction to Cuddy et al. (2015)."", ""Assessing the Robustness of Power Posing""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_power_posing_ranehill_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	goal_priming_harris	openalex	Goal Priming and the Remoteness of Goals Bargh automated will goal priming	strict_figure1a	false	"[""When prevention promotes creativity: The role of mood, regulatory focus, and regulatory closure."", ""Positive Affect Versus Reward: Emotional and Motivational Influences on Cognitive Control"", ""More Memory Bang for the Attentional Buck"", ""Self-esteem regulation after success and failure to attain unconsciously activated goals"", ""Unconscious Motives and Actions \u2013 Agency, Freedom and Responsibility""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_goal_priming_harris_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	goal_priming_harris	crossref	Goal Priming and the Remoteness of Goals Bargh automated will goal priming	strict_figure1a	false	"[""Automatic activation of impression formation and memorization goals: Nonconscious goal priming reproduces effects of explicit task instructions."", ""Seven Principles of Goal Activation: A Systematic Approach to Distinguishing Goal Priming From Priming of Non-Goal Constructs"", ""Narratives and Goals"", ""Effects of Goal Priming and Motive-Goal Congruence on Goal-Related Dreaming"", ""Unconscious Control of Voluntary Task Choice Through Achievement-Goal VS. Fun-Goal Priming""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_goal_priming_harris_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	physical_warmth_chabris	openalex	No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth Williams Bargh physical warmth	strict_figure1a	false	"[""Equivalence Testing for Psychological Research: A Tutorial"", ""An integrative review of sensory marketing: Engaging the senses to affect perception, judgment and behavior"", ""Registered Reports"", ""The Thermometer of Social Relations"", ""Building long-term empathy: A large-scale comparison of traditional and virtual reality perspective-taking""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_physical_warmth_chabris_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	physical_warmth_chabris	crossref	No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth Williams Bargh physical warmth	strict_figure1a	true	"[""Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""Replication of \u201cExperiencing Physical Warmth Promotes Interpersonal Warmth\u201d by"", ""Does Physical Warmth Prime Social Warmth?"", ""The substitutability of physical and social warmth in daily life.""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_physical_warmth_chabris_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	physical_warmth_lynott	openalex	Replication of Experiencing Physical Warmth Promotes Interpersonal Warmth Lynott Williams Bargh Experiencing Physical Warmth Promotes Interpersonal Warmth	d_equivalent_figure1b	false	"[""Equivalence Testing for Psychological Research: A Tutorial"", ""Registered Reports"", ""Four reasons to prefer Bayesian analyses over significance testing"", ""Softness, Warmth, and Responsiveness Improve Robot Hugs"", ""The significance fallacy in inferential statistics""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_physical_warmth_lynott_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	physical_warmth_lynott	crossref	Replication of Experiencing Physical Warmth Promotes Interpersonal Warmth Lynott Williams Bargh Experiencing Physical Warmth Promotes Interpersonal Warmth	d_equivalent_figure1b	true	"[""Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""Replication of \u201cExperiencing Physical Warmth Promotes Interpersonal Warmth\u201d by"", ""No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""Does Physical Warmth Prime Social Warmth?"", ""On Feeling Warm and Being Warm""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_physical_warmth_lynott_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	elderly_walking_doyen	openalex	Behavioral Priming Its All in the Mind Whose Mind Bargh Chen Burrows automaticity social behavior elderly walking	strict_figure1a	false	"[""Priming Intelligent Behavior: An Elusive Phenomenon"", ""Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments"", ""Reflecting and Deflecting Stereotypes: Assimilation and Contrast in Impression Formation and Automatic Behavior"", ""Philosophy of science and the replicability crisis"", ""Why metaphors make good insults: perspectives, presupposition, and pragmatics""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_elderly_walking_doyen_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	elderly_walking_doyen	crossref	Behavioral Priming Its All in the Mind Whose Mind Bargh Chen Burrows automaticity social behavior elderly walking	strict_figure1a	true	"[""Behavioral Priming: It's All in the Mind, but Whose Mind?"", ""Automaticity of social behavior: Direct effects of trait construct and stereotype activation on action."", ""What have we been priming all these years? On the development, mechanisms, and ecology of nonconscious social behavior"", ""Mind-Body Medicine: Whose Mind and Whose Body?"", ""Supplemental Material for Behavioral Functions Associated With Wanting to Reduce Internet Use""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_elderly_walking_doyen_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	bem_ritchie	openalex	Failing the Future three unsuccessful attempts Bem Feeling the Future Experiment 9	strict_figure1a	false	"[""Peer rejection: developmental processes and intervention strategies"", ""Replication in Criminology and the Social Sciences"", ""A power fallacy"", ""Mechanisms and the Evidence Hierarchy"", ""Novelty versus Replicability: Virtues and Vices in the Reward System of Science""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_bem_ritchie_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	bem_ritchie	crossref	Failing the Future three unsuccessful attempts Bem Feeling the Future Experiment 9	strict_figure1a	true	"[""Failing the Future: Three Unsuccessful Attempts to Replicate Bem's \u2018Retroactive Facilitation of Recall\u2019 Effect"", ""Feeling the future: A meta-analysis of 90 experiments on the anomalous anticipation of random future events"", ""Feeling the future: A meta-analysis of 90 experiments on the anomalous anticipation of random future events"", ""Feeling the Future: A Meta-Analysis of 90 Experiments on the Anomalous Anticipation of Random Future Events"", ""Feeling the Future: Experimental evidence for anomalous retroactive influences on cognition and affect""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_bem_ritchie_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	analytic_religion_sanchez	openalex	Direct Replication no evidence analytic thinking decreases religious belief Gervais Norenzayan analytic thinking religious disbelief	strict_figure1a	true	"[""Mentalizing Deficits Constrain Belief in a Personal God"", ""Epistemic rationality: Skepticism toward unfounded beliefs requires sufficient cognitive ability and motivation to be rational"", ""Connecting the dots: Illusory pattern perception predicts belief in conspiracies and the supernatural"", ""THE CULTURAL TRANSMISSION OF FAITH Why innate intuitions are necessary, but insufficient, to explain religious belief"", ""Reflective liberals and intuitive conservatives: A look at the Cognitive Reflection Test and ideology""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_analytic_religion_sanchez_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	analytic_religion_sanchez	crossref	Direct Replication no evidence analytic thinking decreases religious belief Gervais Norenzayan analytic thinking religious disbelief	strict_figure1a	true	"[""Direct replication of Gervais &amp; Norenzayan (2012): No evidence that analytic thinking decreases religious belief"", ""Analytic Thinking Promotes Religious Disbelief"", ""Analytic atheism: Valuing epistemic rationality strengthens the association between analytic thinking and religious disbelief"", ""On the role of analytic thinking in religious belief change: Evidence from over 50,000 participants in 16 countries"", ""The origins of religious disbelief""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_analytic_religion_sanchez_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	power_motor_cusack	openalex	Power May Have Little to No Effect on Motor Performance Burgmer Englich Bullseye power motor performance	strict_figure1a	true	"[""Direct and Conceptual Replications of Burgmer &amp; Englich (2012): Power May Have Little to No Effect on Motor Performance"", ""Two-Faced Morality: Distrust Promotes Divergent Moral Standards for the Self Versus Others"", ""Are many sex/gender differences really power differences?"", ""Encouraging participant embodiment during VR-assisted public speaking training improves persuasiveness and charisma and reduces anxiety in secondary school students""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_power_motor_cusack_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	power_motor_cusack	crossref	Power May Have Little to No Effect on Motor Performance Burgmer Englich Bullseye power motor performance	strict_figure1a	true	"[""Bullseye!"", ""Direct and Conceptual Replications of Burgmer &amp; Englich (2012): Power May Have Little to No Effect on Motor Performance"", ""Tailoring induction motor analytical models to fit known motor performance characteristics and satisfy particular study needs"", ""Effect of end core flux on the performance of the switched reluctance motor"", ""Superconducting synchronous induction motor performance""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_power_motor_cusack_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	organic_food_moery	openalex	Organic Food Exposure Has Little to No Effect Eskine organic foods moral judgments	strict_figure1a	false	"[""Equivalence Tests"", ""Direct and Conceptual Replications of Eskine (2013)"", ""Introduction, comparison, and validation of <scp> <i>Meta\u2010Essentials</i> </scp> : A free and simple tool for meta\u2010analysis"", ""Direct replication of Gervais &amp; Norenzayan (2012): No evidence that analytic thinking decreases religious belief"", ""Introduction, Comparison, and Validation of Meta\u2010Essentials: A Free and Simple Tool for Meta\u2010Analysis""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_organic_food_moery_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	organic_food_moery	crossref	Organic Food Exposure Has Little to No Effect Eskine organic foods moral judgments	strict_figure1a	false	"[""Direct and Conceptual Replications of Eskine (2013)"", ""Wholesome Foods and Wholesome Morals?"", ""The Organic Food Choice Pattern: Are Organic Consumers Becoming More Alike?"", ""Bradyrhizobium inoculation has a greater effect on soybean growth, production and yield quality in organic than conventional farming systems"", ""Effect of Consumption Values on Women\u2019s Choice Behavior Toward Organic Foods: The Case of Organic Yogurt in Iran""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_organic_food_moery_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	social_distance_pashler	openalex	Priming of Social Distance Failure to Replicate Williams Bargh keeping one's distance	strict_figure1a	true	"[""Feeding Your Feelings: Emotion Regulation Strategies and Emotional Eating"", ""Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments"", ""Two Failures to Replicate High-Performance-Goal Priming Effects"", ""What can recent replication failures tell us about the theoretical commitments of psychology?"", ""Prime Numbers: Anchoring and its Implications for Theories of Behavior Priming""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_social_distance_pashler_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	social_distance_pashler	crossref	Priming of Social Distance Failure to Replicate Williams Bargh keeping one's distance	strict_figure1a	true	"[""Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments"", ""Keeping One's Distance"", ""Keeping distance or getting closer: How others\u2019 emotions shape approach-avoidance postural behaviors and preferred interpersonal distance"", ""Keeping One\u2019s Distance: Mask Wearing is Implicitly Associated With Psychological Distance"", ""Keeping fixed on the objective: Reflections on distance education's future""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_social_distance_pashler_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	macbeth_earp	openalex	Out Damned Spot Macbeth Effect Zhong Liljenquist washing away sins	strict_figure1a	true	"[""Out, Damned Spot: Can the \u201cMacbeth Effect\u201d Be Replicated?"", ""A Brief Guide to Evaluate Replications"", ""Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments"", ""Deontological and Altruistic Guilt Feelings: A Dualistic Thesis"", ""Deontological morality can be experimentally enhanced by increasing disgust: A transcranial direct current stimulation study""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_macbeth_earp_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	macbeth_earp	crossref	Out Damned Spot Macbeth Effect Zhong Liljenquist washing away sins	strict_figure1a	true	"[""Washing Away Your Sins: Threatened Morality and Physical Cleansing"", ""Erratum for the Report: \u201cWashing away your sins: Threatened morality and physical cleansing\u201d by C.-B. Zhong and K. Liljenquist"", ""Out, Damned Spot: Can the \u201cMacbeth Effect\u201d Be Replicated?"", ""Out, Damned Spot!"", ""\u201cOut, damned spot!\u201d""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_macbeth_earp_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	signing_kristal	openalex	Signing at the Beginning Versus at the End Does Not Decrease Dishonesty Shu Mazar Gino Ariely signing at beginning	d_equivalent_figure1b	true	"[""Like ripples on a pond: Behavioral spillovers and their implications for research and policy"", ""Information Avoidance"", ""Comparing Student Performance on Proctored and Non-Proctored Exams in Online Psychology Courses"", ""Signing at the beginning versus at the end does not decrease dishonesty"", ""Applying Insights from Behavioral Economics to Policy Design""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_signing_kristal_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	signing_kristal	crossref	Signing at the Beginning Versus at the End Does Not Decrease Dishonesty Shu Mazar Gino Ariely signing at beginning	d_equivalent_figure1b	true	"[""Signing at the beginning versus at the end does not decrease dishonesty"", ""RETRACTED: Signing at the beginning makes ethics salient and decreases dishonest self-reports in comparison to signing at the end"", ""When to Sign on the Dotted Line? Signing First Makes Ethics Salient and Decreases Dishonest Self-Reports"", ""Retraction for Shu et al., Signing at the beginning makes ethics salient and decreases dishonest self-reports in comparison to signing at the end"", ""Twin Analysis: A Closer Look at the Fraudulent Data of the Field Experiment in Shu, Mazar, Gino, Ariely, and Bazerman (2012)""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_signing_kristal_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	egdt_rivers_process	openalex	ProCESS ARISE ProMISe early septic shock Rivers early goal-directed therapy severe sepsis	d_equivalent_figure1b	false	"[""Surviving Sepsis Campaign: International Guidelines for Management of Sepsis and Septic Shock: 2016"", ""Surviving sepsis campaign: international guidelines for management of sepsis and septic shock 2021"", ""Surviving Sepsis Campaign: International Guidelines for Management of Sepsis and Septic Shock: 2016"", ""A Randomized Trial of Protocol-Based Care for Early Septic Shock"", ""Surviving Sepsis Campaign: International Guidelines for Management of Sepsis and Septic Shock 2021""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_egdt_rivers_process_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	egdt_rivers_process	crossref	ProCESS ARISE ProMISe early septic shock Rivers early goal-directed therapy severe sepsis	d_equivalent_figure1b	true	"[""Harmonizing international trials of early goal-directed resuscitation for severe sepsis and septic shock: methodology of ProCESS, ARISE, and ProMISe"", ""Early Goal-Directed Therapy in Severe Sepsis and Septic Shock"", ""\""Early goal-directed therapy\"" versus \""Early\"" and \""goal-directed\"" therapy for severe sepsis and septic shock: Time to rationalize"", ""Resource Utilization in Patients Undergoing Early Goal-Directed Therapy for Severe Sepsis and Septic Shock"", ""Early Goal-Directed Therapy in the Treatment of Severe Sepsis and Septic Shock""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_egdt_rivers_process_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	nice_sugar	openalex	NICE-SUGAR intensive versus conventional glucose control van den Berghe intensive insulin therapy critically ill	d_equivalent_figure1b	true	"[""Intensive versus Conventional Glucose Control in Critically Ill Patients"", ""Surviving Sepsis Campaign: International Guidelines for Management of Severe Sepsis and Septic Shock, 2012"", ""American Association of Clinical Endocrinologists and American Diabetes Association Consensus Statement on Inpatient Glycemic Control"", ""Hypoglycemia and Diabetes: A Report of a Workgroup of the American Diabetes Association and The Endocrine Society"", ""Hypoglycemia and Risk of Death in Critically Ill Patients""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_nice_sugar_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	nice_sugar	crossref	NICE-SUGAR intensive versus conventional glucose control van den Berghe intensive insulin therapy critically ill	d_equivalent_figure1b	true	"[""Intensive Insulin Therapy in Critically Ill Patients: NICE-SUGAR or Leuven Blood Glucose Target?"", ""Intensive versus conventional glucose control in critically ill patients with traumatic brain injury: long-term follow-up of a subgroup of patients from the NICE-SUGAR study"", ""Intensive versus Conventional Glucose Control in Critically Ill Patients"", ""Outcome benefit of intensive insulin therapy in the critically ill: Insulin dose versus glycemic control*"", ""Intensive insulin therapy in critically ill children: impact on blood glucose dynamics and its relation with mortality""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_nice_sugar_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	marshmallow_watts	openalex	Revisiting the Marshmallow Test Watts Duncan Quan Shoda Mischel Peake preschool delay gratification	native_only	false	"[""Childhood self-control forecasts the pace of midlife aging and preparedness for old age"", ""Challenges in the conceptualization of trait self\u2010control as a psychological construct"", ""The process of early self-control: an observational study in two- and three-year-olds"", ""Hypnotic suggestions of safety reduce neuronal signals of delay discounting"", ""The effect of episodic future thinking on young children\u2019s future-oriented decision making.""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_marshmallow_watts_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	marshmallow_watts	crossref	Revisiting the Marshmallow Test Watts Duncan Quan Shoda Mischel Peake preschool delay gratification	native_only	true	"[""Re-Revisiting the Marshmallow Test: A Direct Comparison of Studies by Shoda, Mischel, and Peake (1990) and Watts, Duncan, and Quan (2018)"", ""Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes"", ""Predicting adolescent cognitive and self-regulatory competencies from preschool delay of gratification: Identifying diagnostic conditions."", ""Delay of gratification and adult outcomes: The Marshmallow Test does not reliably predict adult functioning"", ""Cohort effects in children\u2019s delay of gratification.""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_marshmallow_watts_crossref.json	
2026-05-05_individual_replication_vast_search_batch001	five_httlpr_culverhouse	openalex	Culverhouse collaborative meta-analysis no evidence strong interaction Caspi 5-HTTLPR life stress depression	native_only	false	"[""No Support for Historical Candidate Gene or Candidate Gene-by-Interaction Hypotheses for Major Depression Across Multiple Large Samples"", ""The complex neurobiology of resilient functioning after childhood maltreatment"", ""The Relationship between Personality Traits, the 5HTT Polymorphisms, and the Occurrence of Anxiety and Depressive Symptoms in Elite Athletes"", ""Genome\u2010wide gene\u2010environment interaction in depression: A systematic evaluation of candidate genes"", ""The genetics of depression: successful genome-wide association studies introduce new challenges""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/openalex/recall_five_httlpr_culverhouse_openalex.json	
2026-05-05_individual_replication_vast_search_batch001	five_httlpr_culverhouse	crossref	Culverhouse collaborative meta-analysis no evidence strong interaction Caspi 5-HTTLPR life stress depression	native_only	false	"[""Bias in a protocol for a meta-analysis of 5-HTTLPR, stress, and depression"", ""Protocol for a collaborative meta-analysis of 5-HTTLPR, stress, and depression"", ""Incorrect Wording in: Interaction Between the Serotonin Transporter Gene (5-HTTLPR), Stressful Life Events, and Risk of Depression: A Meta-analysis"", ""The Serotonin Transporter Promoter Variant (5-HTTLPR), Stress, and Depression Meta-analysis Revisited"", ""The Serotonin Transporter Promoter Variant (5-HTTLPR), Stress, and Depression Meta-analysis Revisited: Evidence of Genetic Moderation""]"	steps/searches/figure1/individualrepsearch_api_batch001/raw/crossref/recall_five_httlpr_culverhouse_crossref.json	
