manifest_path	name	record_kind	inventory_status	new_to_baseline_manifest	landing_url	source_key	why_relevant	next_action
steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Compilation of Diener et al. (2010) OSF Multi-Site Replication Projects	candidate_corpus_or_database	discovered_search_lead	yes	https://osf.io/qdx7p/	qdx7p	"Matched Figure 1 domain search query '""multi-site"" replication dataset original'; lead_classification=corpus_database_or_project_signal; score=20; reasons=strong_phrase:replication project | strong_phrase:multi-site replication | data_term:data | data_term:dataset | data_term:osf | replication_word | original_word | repository_data_surface | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Social Exclusion Multi-Site Replication Study	candidate_corpus_or_database	discovered_search_lead	yes	https://osf.io/wdc9q/	wdc9q	"Matched Figure 1 domain search query '""multi-site"" replication dataset original'; lead_classification=corpus_database_or_project_signal; score=19; reasons=strong_phrase:multi-site replication | pair_term:original effect | pair_term:effect size | pair_term:sample size | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Social Exclusion Multi-Site Replication Study	candidate_corpus_or_database	discovered_search_lead	yes	https://osf.io/v5s6d/	v5s6d	"Matched Figure 1 domain search query '""multi-site"" replication dataset original'; lead_classification=corpus_database_or_project_signal; score=9; reasons=strong_phrase:multi-site replication | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Investigating the reproducibility of the social and behavioural sciences	candidate_corpus_or_database	needs_triage_search_lead	yes	https://doi.org/10.31222/osf.io/wqt9u_v1	https://openalex.org/W7147135541	"Matched Figure 1 domain search query '""reproduction dataset"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=6; reasons=pair_term:original effect | data_term:data | data_term:dataset | original_word"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Probabilistic forecasting of replication studies	candidate_corpus_or_database	discovered_search_lead	no	https://doi.org/10.1371/journal.pone.0231416	https://openalex.org/W3016766501	"Matched Figure 1 bibliographic search query '""large-scale replication"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=28; reasons=strong_phrase:replication project | strong_phrase:large-scale replication | strong_phrase:replication studies | pair_term:original study | pair_term:original studies | pair_term:replication effect | data_term:data | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Challenges and suggestions for defining replication “success” when effects may be heterogeneous: Comment on Hedges and Schauer (2019).	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1037/met0000223	https://openalex.org/W2979112662	"Matched Figure 1 bibliographic search query '""replication project"" ""original study"" ""effect size""'; lead_classification=corpus_database_or_project_signal; score=23; reasons=strong_phrase:replication project | strong_phrase:replication studies | pair_term:original study | pair_term:effect size | data_term:data | data_term:dataset | data_term:database | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Linguistic Compression Predicts Replication Failure	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.17605/osf.io/cpe6f	https://openalex.org/W7148330249	"Matched Figure 1 bibliographic search query '""replication project"" ""coded data""'; lead_classification=corpus_database_or_project_signal; score=22; reasons=strong_phrase:replication project | strong_phrase:reproducibility project | strong_phrase:many labs | data_term:data | data_term:code | data_term:osf | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Variation and Covariation in Large-Scale Replication Projects: An Evaluation of Replicability	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1080/01621459.2022.2054816	https://openalex.org/W4221046810	"Matched Figure 1 bibliographic search query '""large-scale replication"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=19; reasons=strong_phrase:replication project | strong_phrase:large-scale replication | pair_term:original study | data_term:supplement | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Comparing Meta-Analyses and Pre-Registered Multiple Labs Replication Projects	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.31219/osf.io/brzwt	https://openalex.org/W4229834291	"Matched Figure 1 bibliographic search query '""replication project"" ""original study"" ""effect size""'; lead_classification=corpus_database_or_project_signal; score=17; reasons=strong_phrase:replication project | pair_term:original studies | pair_term:replication effect | pair_term:effect size | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Does high variability training improve the learning of non-native phoneme contrasts over low variability training? A replication	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1016/j.jml.2022.104352	https://openalex.org/W4285585316	"Matched Figure 1 bibliographic search query '""large-scale replication"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:large-scale replication | pair_term:original studies | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Evidence for goal‐ and mixed evidence for false belief‐based action prediction in 2‐ to 4‐year‐old children: A large‐scale longitudinal anticipatory looking replication study	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1111/desc.13224	https://openalex.org/W4200361560	"Matched Figure 1 bibliographic search query '""large-scale replication"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:large-scale replication | pair_term:original study | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Incorrect Data in Tables in: Nonvalidation of Reported Genetic Risk Factors for Acute Coronary Syndrome in a Large-Scale Replication Study	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1001/jama.298.9.973-b	10.1001/jama.298.9.973-b	"Matched Figure 1 bibliographic search query '""large-scale replication"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=10; reasons=strong_phrase:large-scale replication | data_term:data | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Reproducibility of Scientific Claims in <i>Drosophila</i> Immunity: A Retrospective Analysis of 400 Publications	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1101/2025.07.07.663442	https://doi.org/10.1101/2025.07.07.663442	"Matched Figure 1 bibliographic search query '""scientific claims"" ""replication"" ""database""'; lead_classification=corpus_database_or_project_signal; score=8; reasons=strong_phrase:reproducibility project | data_term:data | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Does repetition increase perceived truth equally for conspiracy and trivia statements? A registered replication report.	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.3758/s13423-025-02836-w	PMC12779699	"Matched Figure 1 bibliographic search query '""registered replication report"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=7; reasons=strong_phrase:registered replication report | replication_word"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Many Labs 5: Registered Multisite Replication of the Tempting-Fate Effects in Risen and Gilovich (2008)	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1177/2515245918785165	https://openalex.org/W3102574417	"Matched Figure 1 citation search query '""Many Labs"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=22; reasons=strong_phrase:replication project | strong_phrase:many labs | pair_term:original study | pair_term:effect size | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Author response: Investigating the replicability of preclinical cancer biology	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.7554/elife.71601.sa2	https://openalex.org/W4200021434	"Matched Figure 1 citation search query '""Reproducibility Project: Cancer Biology"" ""effect size""'; lead_classification=corpus_database_or_project_signal; score=20; reasons=strong_phrase:reproducibility project | pair_term:original effect | pair_term:replication effect | pair_term:effect size | data_term:data | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Construct validity and the validity of replication studies: A systematic review.	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1037/amp0001006	https://openalex.org/W4225083776	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=20; reasons=strong_phrase:reproducibility project | strong_phrase:replication studies | pair_term:original studies | data_term:data | data_term:database | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Advancing the Cognitive Science of Religion through Replication and Open Science	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1558/jcsr.39039	https://openalex.org/W3096603764	"Matched Figure 1 citation search query '""Many Labs"" ""original study"" -> cites:W3163230172'; lead_classification=corpus_database_or_project_signal; score=14; reasons=strong_phrase:replication project | strong_phrase:replication studies | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Too Good to be False: Nonsignificant Results Revisited	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1525/collabra.71	https://openalex.org/W2602600139	"Matched Figure 1 citation search query '""Experimental Economics Replication Project"" ""effect size"" -> cites:W2604559382'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | pair_term:effect size | replication_word | effect_or_sample_size_phrase | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Die Vertrauenswürdigkeit von Replikationen : Der Einfluss von Präregistrierungen auf den Replikationserfolg	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.20378/irb-105013	https://openalex.org/W4405610981	"Matched Figure 1 citation search query '""FORRT"" ""replication database""'; lead_classification=corpus_database_or_project_signal; score=12; reasons=strong_phrase:replication database | data_term:data | data_term:database | replication_word | metadata_corpus_signal | query_phrase_in_text"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Bringing an Intersectional Lens to “Open” Science: An Analysis of Representation in the Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1177/03616843211035678	10.1177/03616843211035678	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=9; reasons=strong_phrase:reproducibility project | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Growth From Uncertainty: Understanding the Replication ‘Crisis’ in Infant Cognition	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1017/psa.2023.157	https://openalex.org/W4388716787	"Matched Figure 1 citation search query '""ManyBabies"" ""replication data""'; lead_classification=corpus_database_or_project_signal; score=9; reasons=strong_phrase:large-scale replication | replication_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Improving Statistical Analysis in Team Science: The Case of a Bayesian Multiverse of Many Labs 4	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.31234/osf.io/cb9er	https://openalex.org/W3163808281	"Matched Figure 1 citation search query '""Many Labs"" ""original study"" -> cites:W3163230172'; lead_classification=corpus_database_or_project_signal; score=7; reasons=strong_phrase:many labs | pair_term:full-scale | data_term:data | metadata_corpus_signal | no_replication_language_penalty"	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 04 RP CB Final Analysis - Effect level data dictionary	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_04__RP_CB_Final_Analysis_-_Effect_level_data_dictionary.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_04__RP_CB_Final_Analysis_-_Effect_level_data_dictionary.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=18; reasons=pair_term:original effect | pair_term:replication effect | pair_term:sample size | data_term:data | data_term:osf | replication_word | original_word | effect_or_sample_size_phrase | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	Many Labs 3 Manuscript Tables	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/ml3/Many Labs 3 Manuscript Tables.txt	data/raw/replication_projects/ml3/Many Labs 3 Manuscript Tables.txt	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:many labs | data_term:data | data_term:code | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	msrp additional report tables promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/msrp_additional_report_tables__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/msrp_additional_report_tables__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:replication project | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	msrp croson donohue promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/msrp_croson_donohue__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/msrp_croson_donohue__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:replication project | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	msrp schweitzer cachon promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/msrp_schweitzer_cachon__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/msrp_schweitzer_cachon__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:replication project | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr bouwmeester site rows promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_bouwmeester_site_rows__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_bouwmeester_site_rows__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr cheung site rows promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_cheung_site_rows__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_cheung_site_rows__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr colling snarc promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_colling_snarc__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_colling_snarc__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr elliott aggregate rows promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_elliott_aggregate_rows__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_elliott_aggregate_rows__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr mccarthy site rows promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_mccarthy_site_rows__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_mccarthy_site_rows__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	rrr verschuere site rows promoted pairs	candidate_corpus_or_database	discovered_search_lead	yes	data/derived/replication_pairs/harvest/promoted/rrr_verschuere_site_rows__promoted_pairs.csv	data/derived/replication_pairs/harvest/promoted/rrr_verschuere_site_rows__promoted_pairs.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=15; reasons=strong_phrase:registered replication report | data_term:data | data_term:dataset | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 06 RP CB Final Analysis - Effect level data	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_06__RP_CB_Final_Analysis_-_Effect_level_data.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_06__RP_CB_Final_Analysis_-_Effect_level_data.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=14; reasons=pair_term:sample size | data_term:data | data_term:osf | replication_word | original_word | effect_or_sample_size_phrase | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 01 RP CB Final Analysis - Paper level data dictionary	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_01__RP_CB_Final_Analysis_-_Paper_level_data_dictionary.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_01__RP_CB_Final_Analysis_-_Paper_level_data_dictionary.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=10; reasons=data_term:data | data_term:osf | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 02 RP CB Final Analysis - Experiment level data dictionary	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_02__RP_CB_Final_Analysis_-_Experiment_level_data_dictionary.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_02__RP_CB_Final_Analysis_-_Experiment_level_data_dictionary.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=10; reasons=data_term:data | data_term:osf | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 03 RP CB Final Analysis - Paper level data	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_03__RP_CB_Final_Analysis_-_Paper_level_data.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_03__RP_CB_Final_Analysis_-_Paper_level_data.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=10; reasons=data_term:data | data_term:osf | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	osf 05 RP CB Final Analysis - Experiment level data	candidate_corpus_or_database	discovered_search_lead	yes	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_05__RP_CB_Final_Analysis_-_Experiment_level_data.csv	data/raw/replication_projects/lead_harvest/rpcb_e5nvr/osf_05__RP_CB_Final_Analysis_-_Experiment_level_data.csv	Matched Figure 1 code search query 'study_pair_id original replication'; lead_classification=corpus_database_or_project_signal; score=10; reasons=data_term:data | data_term:osf | replication_word | original_word | local_table_or_code_surface | query_phrase_in_text	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Replication Data from the Reproducibility Project: Cancer Biology	candidate_corpus_or_database	discovered_search_lead	yes	https://osf.io/nh23b/	nh23b	Matched Figure 1 domain search query 'preclinical cancer biology reproducibility project effect level data'; lead_classification=corpus_database_or_project_signal; score=12; reasons=strong_phrase:reproducibility project | data_term:data | data_term:dataset | replication_word | repository_data_surface | metadata_corpus_signal	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Raising teachers’ awareness about corrective feedback through research replication	candidate_corpus_or_database	discovered_search_lead	yes	https://doi.org/10.1177/1362168810375365	https://openalex.org/W2101299574	Matched Figure 1 domain search query 'language acquisition replication project data'; lead_classification=corpus_database_or_project_signal; score=10; reasons=strong_phrase:replication project | data_term:data | replication_word | metadata_corpus_signal	triage_landing_page_or_package_for_pair_table
steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	Probabilistic forecasting of replication studies.	candidate_corpus_or_database	discovered_search_lead	no	https://doi.org/10.1371/journal.pone.0231416	PMC7176099	"Matched Figure 1 citation search query '""Experimental Philosophy Replicability Project"" ""data""'; lead_classification=corpus_database_or_project_signal; score=28; reasons=strong_phrase:replication project | strong_phrase:large-scale replication | strong_phrase:replication studies | pair_term:original study | pair_term:original studies | pair_term:replication effect | data_term:data | replication_word | original_word | metadata_corpus_signal"	triage_landing_page_or_package_for_pair_table
