followup_id	plot_label	corpus_database_id	name	record_kind	priority	host	acquisition_route_type	current_acquisition_state	on_disk_after_automation	sampled_after_automation	followup_track	assigned_to	reason	landing_url	raw_url	existing_local_paths	suggested_action	gpt_question	user_action	notes
result_artifact_followup_d55e71bdfef18769	figure1	biblio_search_crossref_480bdd504b25	A large-scale replication of scenario-based experiments in psychology and management using large language models	candidate_corpus_or_database	high	doi.org	article_pdf_supplement_or_data_availability_route	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://doi.org/10.1038/s43588-025-00840-7			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_29fc3f67577b5fea	figure1	manual_search_manual_tracker_27c69d9dadd0	AEA RCT Registry	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_2d3fb7d3846e1de5	figure1	manual_search_manual_tracker_6b5329f87edd	BEAR combined database	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_56d164927ac3a595	figure1	manual_search_manual_tracker_2bcb667abe09	Barnett/Wren biomedical CI scrape through BEAR	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_9ed2d106f5458c76	figure1	manual_search_manual_tracker_9244ee72b4a3	Brodeur economics through BEAR	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_376f815512e69837	figure1	repo_search_datacite_1afe2afc30e4	Circadian typology is related to resilience and optimism in healthy adults	candidate_repository_package	high	zenodo.org	zenodo_record_file_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://zenodo.org/doi/10.5281/zenodo.18681900 | https://zenodo.org/doi/10.5281/zenodo.18681901			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_77093355cb003fa5	figure1	repo_search_datacite_6c01420a9094	FAIRsharing record for: Framework for Open and Reproducible Research Training - Replication Database	candidate_corpus_or_database	high	fairsharing.org	landing_page_inventory_or_manual_resolution	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://fairsharing.org/10.25504/FAIRsharing.ee7dba			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_757f000c623056be	figure1	manual_search_manual_tracker_f27967338f24	FORRT Replication Database / FReD	candidate_corpus_or_database	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_247734070f8d35d8	figure1	repo_search_osf_8bd75e546e74	Fork of Reproducibility Project: Psychology	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/wusvb/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_3f6bd230fa30bc34	figure1	manual_search_manual_tracker_3bdb9d12bfd6	Howard et al. 2017 neurology selective reporting bias audit	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_3e754cd6cc31dc84	figure1	domain_search_osf_32ff619d7c35	Information bottlenecks in Behavioural Science: A framework and multi-dataset analysis of replication and generalization	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/n67tk/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_71cbb3c87a08088a	figure1	repo_search_osf_ea08e3722d17	Investigating variation in replicability: A “Many Labs” Replication Project	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/scayl/ | https://osf.io/wx7ck/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_72d448de04f24435	figure1	manual_search_manual_tracker_4d67efc9b112	Kühberger, Fritz & Scherndl 2014 psychology main-question results	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_9ab7f1cb2ec4e66b	figure1	manual_search_manual_tracker_06310c250070	Lancee et al. 2017 antipsychotic outcome-reporting audit	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_7d7425a1a2a6eafa	figure1	manual_search_manual_tracker_0e6561494e1f	Leight/Asri/Imai AEA publication-tracking paper	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_64f1837cbee69787	figure1	manual_search_manual_tracker_54f6f36cb89a	Many Labs 2 through BEAR	candidate_corpus_or_database	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_4d9d391f9e49e696	figure1	manual_search_manual_tracker_afdc7a7c5ffa	Motyl et al. 2017 critical hypothesized tests	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_08107f364433ae56	figure1	manual_search_manual_tracker_66df900c9e83	Nordic trial reporting dataset	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_d219286765098d36	figure1	manual_search_manual_tracker_80501a192068	"Older Brodeur ""Methods Matter"" / OpenICPSR file"	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_95006fb89413e01b	figure1	manual_search_manual_tracker_a594814aa3b4	Olsson & Sundell 2023 Swedish social interventions	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_7bb51bfa88f9a17f	figure1	repo_search_osf_2b928c9c5eb3	Original Study	candidate_repository_package	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/4qb9k/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_0234452dd3e97d06	figure1	repo_search_osf_a162112fef85	RP:P Replication of J Förster, N Liberman, &amp; S Kuschel (2008)	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/rcxqj/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_663eb42239b691ce	figure1	repo_search_dataverse_4450c811f725	Replication Document Term and Feature Matrices	candidate_repository_package	high	doi.org	dataverse_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://doi.org/10.7910/DVN/KZW8R2			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_30c9a7c52166cadf	figure1	citation_search_openalex_bb828bb93d4f	Replication Study: Transcriptional amplification in tumor cells with elevated c-Myc	candidate_corpus_or_database	high	doi.org	article_pdf_supplement_or_data_availability_route	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://doi.org/10.7554/elife.30274			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_95672920cae30f32	figure1	manual_search_manual_tracker_058c6ee82383	ReplicationSuccess package data (`RProjects`, `SSRP`, `protzko2020`)	candidate_corpus_or_database	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_b74259ea7533f99b	figure1	manual_search_manual_tracker_85ec777fb6f4	Reproducibility Project: Cancer Biology	candidate_corpus_or_database	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_fde5279026dfcc2b	figure1	repo_search_dataverse_62327a47981a	Reproducibility Project: Psychology	candidate_corpus_or_database	high	doi.org	dataverse_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://doi.org/10.7910/DVN/28838			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_28d7949c4508f75b	figure1	manual_search_manual_tracker_c23f70c3fdd3	Reproducibility Project: Psychology converted data	candidate_corpus_or_database	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_8a818e4248c563b4	figure1	manual_search_manual_tracker_67aa939c5960	Rothwell/Julious/Cooper 2018 HTA RCT primary endpoints	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_a7f4073b1930038b	figure1	repo_search_osf_92e639ac2dc7	S23-1 many lab replication	candidate_repository_package	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/fj4vx/ | https://osf.io/ma9cb/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_375475e5cc3d03ac	figure1	repo_search_osf_dc905e11e778	SIPS 2017 Sample Size and Effect Size Workshop	candidate_repository_package	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/ha4q8/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_776d4bd553ba86e2	figure1	repo_search_dataverse_e6b5cf171269	Stanford Data	candidate_repository_package	high	doi.org	dataverse_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://doi.org/10.7910/DVN/CNTKLY			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_30797033bbe03693	figure1	citation_search_openalex_e75e9f271467	The Life Outcomes Of Personality Replication Project	candidate_corpus_or_database	high	openalex.org	landing_page_inventory_or_manual_resolution	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://openalex.org/W2914803882			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_47bf521811237b23	figure1	manual_search_manual_tracker_8693dc021905	Twomey et al. 2021 kinesiology positive-result audit	candidate_repository_package	high	manual_tracker	direct_download_or_api_snapshot	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_fb0efbbada68a67c	figure1	repo_search_osf_2584049b16b9	Undergraduate Replication Projects	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	yes	yes	codex_parser_or_result_mapping	codex	local sampled artifact exists but parser/result mapping may still be needed	https://osf.io/xnuap/			Inspect sampled local artifacts and route result-bearing tables to parser/extraction or reject/deprioritize if they are not Figure 1 result catalogs.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_d50bce80522bbbac	figure1	repo_search_osf_de5a21118204	"A multi-site Registered Replication Report of Olson &amp; Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/3hjpf/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_52934b30ab540397	figure1	repo_search_datacite_6abf8205297e	Combining specific task-oriented training with manual therapy to improve balance and mobility in patients after stroke: a mixed methods pilot randomised controlled trial	candidate_repository_package	high	tandf.figshare.com	figshare_record_file_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456/1 | https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_c9b8c2edac3f27fa	figure1	repo_search_osf_59c938bcdc36	Direct replications in the era of open sampling	candidate_repository_package	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/x2gfc/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_fb504971d66b4350	figure1	domain_search_osf_c323503b01ad	Experimental Economics Replication Project	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/bzm54/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_7a2b51377f4c2574	figure1	repo_search_osf_fdacffa906b9	Headspace for Parents: A Pilot Randomised Controlled Trial	candidate_repository_package	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/63av8/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_2adc26de8c0f37ab	figure1	repo_search_osf_038ad61f41bb	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/xqv8b/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_4f3c39fbc7ccbf6f	figure1	domain_search_osf_523739d259cc	Management Science Reproducibility Project	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/mjqg5/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_bc4b3a5b2bc33694	figure1	repo_search_osf_2fbc716f7f67	Many Labs 4: Replicating Mortality Salience with and without Original Author Involvement	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/8ccnw/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
result_artifact_followup_2babe5ca55ea9895	figure1	repo_search_osf_c75edd0dddf4	Mastroianni_2023 Replication Project	candidate_corpus_or_database	high	osf.io	osf_inventory_and_download	needs_result_bearing_artifact_on_disk	no	no	codex_provider_repair	codex	no_artifacts_found	https://osf.io/bt58q/			Repair provider inventory/download route: check component IDs, file APIs, alternate versions, stale URLs, branch names, or provider-specific access endpoints.			Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.
